ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
IEVL.L,0.1964,0.2056,0.1962,0.2012,0.2006,0.01009
IEFM.L,0.3102,0.1304,0.1168,0.1272,0.3154,0.01002
MVEU.L,0.1982,0.2092,0.187,0.1996,0.206,0.01011
XLK,0.1974,0.2044,0.202,0.2062,0.19,0.00991
XLF,0.2066,0.2046,0.1994,0.1916,0.1978,0.0099
XLV,0.192,0.205,0.1982,0.2044,0.2004,0.01002
XLE,0.2038,0.1914,0.2024,0.2018,0.2006,0.00988
XLY,0.1984,0.204,0.2022,0.2044,0.191,0.00994
XLI,0.1928,0.197,0.2016,0.2064,0.2022,0.00994
XLC,0.201,0.2024,0.199,0.1988,0.1988,0.0099
XLU,0.2004,0.2022,0.2044,0.1968,0.1962,0.01003
XLP,0.2006,0.2052,0.1958,0.199,0.1994,0.01004
XLB,0.195,0.2058,0.2018,0.1994,0.198,0.00994
VXX,0.201,0.185,0.2074,0.2064,0.2002,0.01131
