ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
HIG,0.2174,0.2024,0.1604,0.203,0.2168,0.00284
HST,0.2964,0.1522,0.1046,0.1474,0.2994,-0.00201
JPM,0.2352,0.1904,0.1548,0.1908,0.2288,0.00327
KR,0.312,0.1462,0.0962,0.1506,0.295,-0.00029
OGN,0.3438,0.1264,0.08,0.1216,0.3282,-0.00435
PG,0.1282,0.2544,0.2324,0.2644,0.1206,0.00699
PPL,0.112,0.277,0.2378,0.2592,0.114,0.00648
PRU,0.2446,0.1868,0.1364,0.1898,0.2424,0.00199
PYPL,0.3808,0.0942,0.0712,0.092,0.3618,-0.00515
RE,0.233,0.1888,0.148,0.192,0.2382,-0.00195
ROL,0.2568,0.1734,0.1242,0.1792,0.2664,-0.00167
ROST,0.2774,0.168,0.1168,0.1644,0.2734,-0.00476
UNH,0.1756,0.2372,0.1772,0.2194,0.1906,0.0021
URI,0.312,0.1422,0.0996,0.1344,0.3118,-0.00527
V,0.2686,0.1624,0.1234,0.1748,0.2708,0.0012
VRSK,0.2208,0.1968,0.1542,0.2122,0.216,0.00017
WRK,0.2866,0.1636,0.1078,0.1608,0.2812,0.00019
XOM,0.2832,0.1654,0.1056,0.1654,0.2804,0.00251
IVV,0.1028,0.2712,0.2432,0.2718,0.111,0.00831
IWM,0.2186,0.2044,0.1494,0.2038,0.2238,0.00173
EWU,0.1202,0.2632,0.2248,0.2754,0.1164,0.00619
EWG,0.1204,0.2656,0.221,0.264,0.129,0.00255
EWL,0.0874,0.2832,0.259,0.2816,0.0888,0.00603
EWQ,0.1344,0.2626,0.2014,0.2596,0.142,0.00152
IEUS,0.1452,0.2514,0.2044,0.2568,0.1422,0.00161
EWJ,0.135,0.263,0.2052,0.2608,0.136,0.00533
EWT,0.2198,0.2068,0.1522,0.2062,0.215,0.00057
MCHI,0.2642,0.1744,0.1242,0.1714,0.2658,0.00234
INDA,0.1698,0.2364,0.181,0.2446,0.1682,0.00652
EWY,0.214,0.2094,0.1522,0.2104,0.214,-0.00294
EWA,0.162,0.2318,0.2048,0.24,0.1614,0.00251
EWH,0.119,0.2844,0.2198,0.2554,0.1214,0.00949
EWZ,0.2914,0.1578,0.112,0.1484,0.2904,-0.00538
EWC,0.1398,0.251,0.2044,0.267,0.1378,0.00675
IEMG,0.1618,0.2396,0.1932,0.251,0.1544,0.00628
LQD,0.0026,0.2468,0.508,0.239,0.0036,0.02153
HYG,0.0,0.1398,0.7018,0.1584,0.0,0.02503
SHY,0.0,0.0,1.0,0.0,0.0,0.03145
IEF,0.001,0.2248,0.5594,0.2146,0.0002,0.02408
TLT,0.1108,0.2802,0.2396,0.2614,0.108,0.0126
SEGA.L,0.2612,0.1718,0.1274,0.185,0.2546,0.02086
IEAA.L,0.0,0.022,0.9536,0.0244,0.0,0.02944
HIGH.L,0.0,0.0876,0.8322,0.0802,0.0,0.02764
JPEA.L,0.002,0.229,0.5268,0.2408,0.0014,0.0224
IAU,0.4444,0.0426,0.0306,0.0422,0.4402,0.07844
SLV,0.2168,0.1956,0.1482,0.2056,0.2338,-0.00157
GSG,0.1932,0.2148,0.17,0.2242,0.1978,0.00589
REET,0.1154,0.2726,0.2366,0.2668,0.1086,-0.19089
ICLN,0.2626,0.1724,0.1232,0.1838,0.258,0.00098
IXN,0.1872,0.2208,0.1698,0.2244,0.1978,0.00115
IGF,0.0708,0.2878,0.2756,0.2888,0.077,0.00747
IUVL.L,0.183,0.234,0.1788,0.2296,0.1746,0.00439
IUMO.L,0.2346,0.1948,0.1514,0.1946,0.2246,4e-05
SPMV.L,0.0914,0.2866,0.2582,0.2748,0.089,0.00933
IEVL.L,0.1536,0.2424,0.2112,0.2468,0.146,0.00665
IEFM.L,0.5006,0.005,0.0026,0.0054,0.4864,-1e-05
MVEU.L,0.0702,0.2744,0.3096,0.282,0.0638,0.01158
XLK,0.1838,0.2238,0.1628,0.2318,0.1978,0.00176
XLF,0.1836,0.2344,0.1732,0.2236,0.1852,0.00511
XLV,0.0778,0.2814,0.2726,0.287,0.0812,0.00872
XLE,0.2818,0.1646,0.1132,0.1622,0.2782,0.00115
XLY,0.1842,0.2288,0.1732,0.217,0.1968,0.007
XLI,0.1296,0.2622,0.2168,0.2544,0.137,0.00608
XLC,0.1626,0.2408,0.1964,0.241,0.1592,0.00652
XLU,0.118,0.2714,0.2302,0.2564,0.124,0.00254
XLP,0.0644,0.291,0.2912,0.2872,0.0662,0.01012
XLB,0.1588,0.252,0.2068,0.246,0.1364,-0.19292
VXX,0.4264,0.0614,0.0458,0.065,0.4014,0.00484
