ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
XOM,0.271,0.1716,0.1318,0.165,0.2606,0.00699
IVV,0.1446,0.237,0.2302,0.2376,0.1506,0.0037
IWM,0.2186,0.2014,0.1614,0.1984,0.2202,0.0
EWU,0.1342,0.253,0.2394,0.2462,0.1272,0.01202
EWG,0.1342,0.2332,0.2498,0.2464,0.1364,0.0
EWL,0.1222,0.2474,0.2552,0.2548,0.1204,0.00207
EWQ,0.1636,0.2206,0.2268,0.2268,0.1622,0.0
IEUS,0.155,0.2316,0.2092,0.2442,0.16,0.00058
EWJ,0.141,0.2382,0.2452,0.2306,0.145,0.00374
EWT,0.1698,0.2244,0.2042,0.2258,0.1758,0.01008
MCHI,0.2538,0.1718,0.1546,0.1724,0.2474,0.00624
INDA,0.1984,0.206,0.1922,0.2,0.2034,0.0086
EWY,0.2192,0.1904,0.1732,0.197,0.2202,0.0
EWA,0.1806,0.2178,0.2044,0.214,0.1832,0.0
EWH,0.1566,0.2308,0.2238,0.2354,0.1534,0.00366
EWZ,0.299,0.1534,0.1186,0.1442,0.2848,0.0
EWC,0.177,0.2206,0.2086,0.2248,0.169,0.00067
IEMG,0.161,0.228,0.221,0.2294,0.1606,0.00791
LQD,0.0328,0.2756,0.3974,0.2626,0.0316,0.05081
HYG,0.017,0.2644,0.4454,0.2572,0.016,0.06643
SHY,0.0068,0.2382,0.5288,0.2228,0.0034,0.11005
IEF,0.025,0.2794,0.4088,0.2608,0.026,0.06851
TLT,0.1522,0.2536,0.2286,0.224,0.1416,0.01971
SEGA.L,0.0188,0.2714,0.439,0.2562,0.0146,0.07919
IEAA.L,0.0106,0.2426,0.4938,0.246,0.007,0.092
HIGH.L,0.0176,0.263,0.462,0.246,0.0114,0.07653
JPEA.L,0.035,0.2782,0.394,0.2652,0.0276,0.04323
IAU,0.0974,0.2704,0.2876,0.2512,0.0934,0.0235
SLV,0.2214,0.1974,0.1798,0.1994,0.202,0.0
GSG,0.2094,0.1954,0.1814,0.213,0.2008,0.0102
REET,0.1342,0.2442,0.2532,0.2494,0.119,0.00179
ICLN,0.2566,0.1592,0.1464,0.175,0.2628,0.00177
IXN,0.2078,0.2,0.1636,0.2032,0.2254,0.0
IGF,0.1052,0.2586,0.2862,0.2558,0.0942,0.00907
IUVL.L,0.1968,0.2176,0.189,0.2128,0.1838,0.00558
IUMO.L,0.2252,0.1998,0.1644,0.189,0.2216,0.00305
SPMV.L,0.1314,0.2552,0.24,0.2422,0.1312,0.00597
IEVL.L,0.171,0.2194,0.2232,0.2242,0.1622,0.00807
IEFM.L,0.178,0.2294,0.2,0.2272,0.1654,0.02154
MVEU.L,0.1166,0.2616,0.26,0.252,0.1098,0.0149
XLK,0.2132,0.1924,0.1672,0.1992,0.228,0.00051
XLF,0.1822,0.2118,0.2008,0.2152,0.19,0.00582
XLV,0.1138,0.2526,0.2732,0.2554,0.105,0.0122
XLE,0.2728,0.163,0.1398,0.1676,0.2568,0.00483
XLY,0.218,0.1914,0.165,0.1988,0.2268,0.0038
XLI,0.1516,0.235,0.226,0.2366,0.1508,0.0036
XLC,0.205,0.1952,0.1882,0.1992,0.2124,0.0
XLU,0.1306,0.2472,0.241,0.2494,0.1318,0.00293
XLP,0.0938,0.2636,0.2852,0.2692,0.0882,0.00988
XLB,0.1644,0.231,0.2184,0.2352,0.151,0.0
VXX,0.426,0.0608,0.0452,0.0558,0.4122,0.00924
