ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
HST,0.278,0.1656,0.119,0.162,0.2754,0.00396
JPM,0.2576,0.1768,0.1324,0.179,0.2542,0.00297
KR,0.3118,0.139,0.0938,0.1454,0.31,0.01414
OGN,0.258,0.1876,0.1294,0.176,0.249,-0.00035
PG,0.1392,0.2574,0.2152,0.2436,0.1446,0.01267
PPL,0.0314,0.3008,0.3642,0.2756,0.028,0.02274
PRU,0.2142,0.2076,0.1566,0.21,0.2116,0.00675
PYPL,0.4448,0.0436,0.0352,0.0542,0.4222,-0.00196
RE,0.178,0.2352,0.1818,0.2364,0.1686,0.00992
ROL,0.282,0.159,0.1182,0.155,0.2858,-0.0024
ROST,0.2686,0.1724,0.126,0.1666,0.2664,-0.00674
UNH,0.1778,0.2164,0.178,0.2368,0.191,0.01298
URI,0.3072,0.136,0.0968,0.1492,0.3108,0.0025
V,0.325,0.1232,0.0912,0.1246,0.336,0.00315
VRSK,0.2268,0.1896,0.1426,0.1938,0.2472,0.00506
WRK,0.2678,0.1684,0.1252,0.1662,0.2724,-0.00861
XOM,0.2972,0.1542,0.1102,0.1574,0.281,0.01602
IVV,0.1548,0.2294,0.2078,0.2512,0.1568,0.00832
IWM,0.2382,0.1862,0.1428,0.1926,0.2402,0.00476
EWU,0.0942,0.2798,0.2606,0.2756,0.0898,0.01368
EWG,0.107,0.2706,0.2452,0.2716,0.1056,0.00818
EWL,0.1064,0.2764,0.2426,0.2648,0.1098,0.00896
EWQ,0.1174,0.2674,0.2336,0.2606,0.121,0.00955
IEUS,0.1566,0.2458,0.1954,0.2446,0.1576,0.00493
EWJ,0.1254,0.2522,0.2284,0.272,0.122,0.00884
EWT,0.168,0.2334,0.1808,0.2486,0.1692,0.00843
MCHI,0.254,0.1862,0.1284,0.1744,0.257,0.00501
INDA,0.2056,0.2174,0.1692,0.2148,0.193,0.00626
EWY,0.2284,0.196,0.1422,0.1982,0.2352,-0.00255
EWA,0.162,0.2402,0.1882,0.241,0.1686,0.00498
EWH,0.1136,0.2726,0.2348,0.2664,0.1126,0.01652
EWZ,0.2684,0.1768,0.121,0.1748,0.259,-0.00019
EWC,0.1584,0.2408,0.2006,0.2504,0.1498,0.00535
IEMG,0.16,0.246,0.1958,0.2394,0.1588,0.00506
LQD,0.003,0.2512,0.511,0.2342,0.0006,0.02386
HYG,0.0,0.1604,0.6952,0.1444,0.0,0.02542
SHY,0.0,0.0,1.0,0.0,0.0,0.02969
IEF,0.0004,0.2312,0.5618,0.2062,0.0004,0.02647
TLT,0.115,0.2762,0.2372,0.273,0.0986,0.02362
SEGA.L,0.3974,0.0876,0.058,0.0802,0.3768,0.02381
IEAA.L,0.0,0.0364,0.9374,0.0262,0.0,0.03066
HIGH.L,0.0,0.1664,0.6902,0.1434,0.0,0.0276
JPEA.L,0.007,0.2766,0.458,0.2524,0.006,0.02383
IAU,0.0756,0.2884,0.28,0.284,0.072,0.01742
SLV,0.199,0.2182,0.16,0.2258,0.197,0.00996
GSG,0.1496,0.2526,0.197,0.2586,0.1422,0.01407
REET,0.1198,0.2564,0.238,0.2734,0.1124,0.0092
ICLN,0.2754,0.147,0.121,0.1718,0.2848,0.00255
IXN,0.2326,0.1822,0.1438,0.1984,0.243,0.0058
IGF,0.0504,0.2964,0.3168,0.2872,0.0492,0.01182
IUVL.L,0.2274,0.2022,0.1502,0.2126,0.2076,0.00908
IUMO.L,0.289,0.1682,0.1086,0.156,0.2782,0.00481
SPMV.L,0.1608,0.2516,0.1946,0.2388,0.1542,0.0125
IEVL.L,0.1918,0.2334,0.1816,0.225,0.1682,0.01548
IEFM.L,0.4852,0.0032,0.0028,0.0032,0.5056,-0.00016
MVEU.L,0.1122,0.2826,0.2398,0.2568,0.1086,0.01742
XLK,0.2402,0.1812,0.1358,0.1914,0.2514,0.00678
XLF,0.1614,0.2462,0.1918,0.2378,0.1628,0.00772
XLV,0.0982,0.2746,0.2414,0.2826,0.1032,0.01312
XLE,0.261,0.182,0.127,0.1818,0.2482,0.0121
XLY,0.2374,0.187,0.1346,0.1854,0.2556,0.00543
XLI,0.115,0.2616,0.2426,0.2604,0.1204,0.00769
XLC,0.2004,0.2098,0.1676,0.2098,0.2124,0.00445
XLU,0.1214,0.2674,0.226,0.2614,0.1238,0.0113
XLP,0.059,0.2934,0.3002,0.2826,0.0648,0.01294
XLB,0.1396,0.2488,0.216,0.2538,0.1418,0.00279
VXX,0.4206,0.0732,0.0438,0.0634,0.399,0.05207
