ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
IEF,0.0004,0.2394,0.5442,0.2158,0.0002,0.0
TLT,0.127,0.2638,0.2372,0.2588,0.1132,0.0
SEGA.L,0.1994,0.219,0.164,0.2166,0.201,0.0
IEAA.L,0.0,0.032,0.9482,0.0198,0.0,0.0
HIGH.L,0.0,0.0906,0.8306,0.0788,0.0,0.0
JPEA.L,0.0014,0.2492,0.5276,0.2204,0.0014,0.0
IAU,0.439,0.043,0.0306,0.0466,0.4408,0.0
SLV,0.2322,0.1928,0.1464,0.1992,0.2294,0.0
GSG,0.209,0.2098,0.1654,0.2222,0.1936,0.0
REET,0.1106,0.2776,0.2314,0.2586,0.1218,0.0
ICLN,0.249,0.1872,0.1298,0.1778,0.2562,0.0
IXN,0.1834,0.229,0.1696,0.2242,0.1938,0.0
IGF,0.0802,0.2858,0.2728,0.285,0.0762,0.0
IUVL.L,0.1742,0.2262,0.185,0.2362,0.1784,0.0
IUMO.L,0.2144,0.2096,0.1512,0.216,0.2088,0.0
SPMV.L,0.0868,0.2758,0.2698,0.2788,0.0888,0.0
IEVL.L,0.1416,0.2526,0.2064,0.243,0.1564,0.0
IEFM.L,0.5012,0.0032,0.0026,0.0048,0.4882,1.0
MVEU.L,0.0632,0.29,0.2878,0.2894,0.0696,0.0
XLK,0.1878,0.2208,0.1696,0.2278,0.194,0.0
XLF,0.1874,0.219,0.1786,0.2362,0.1788,0.0
XLV,0.0834,0.2754,0.263,0.2916,0.0866,0.0
XLE,0.286,0.1568,0.1162,0.1718,0.2692,0.0
XLY,0.1736,0.236,0.1744,0.2234,0.1926,0.0
XLI,0.1394,0.256,0.2178,0.2542,0.1326,0.0
XLC,0.149,0.2448,0.2034,0.2424,0.1604,0.0
XLU,0.1236,0.2684,0.2214,0.2666,0.12,0.0
XLP,0.0618,0.2952,0.2916,0.2858,0.0656,0.0
XLB,0.1576,0.2448,0.1956,0.2478,0.1542,0.0
VXX,0.4276,0.058,0.0434,0.064,0.407,0.0
