ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
HIGH.L,0.0,0.1642,0.6888,0.147,0.0,0.03204
JPEA.L,0.0056,0.2624,0.4542,0.2716,0.0062,0.02756
IAU,0.0688,0.2898,0.2886,0.2798,0.073,0.01904
SLV,0.209,0.2166,0.1596,0.2082,0.2066,0.01131
GSG,0.1522,0.2434,0.2112,0.2504,0.1428,0.01563
REET,0.1134,0.2664,0.2316,0.279,0.1096,0.00933
ICLN,0.28,0.1636,0.11,0.1578,0.2886,0.00078
IXN,0.2382,0.19,0.144,0.188,0.2398,0.00582
IGF,0.0522,0.2942,0.3028,0.2976,0.0532,0.01301
IUVL.L,0.219,0.2148,0.15,0.2,0.2162,0.01079
IUMO.L,0.2828,0.1602,0.1214,0.1536,0.282,0.00597
SPMV.L,0.1548,0.2424,0.2016,0.2468,0.1544,0.01416
IEVL.L,0.1842,0.2312,0.1828,0.2342,0.1676,0.01874
IEFM.L,0.479,0.0028,0.0026,0.0036,0.512,0.0
MVEU.L,0.1086,0.2744,0.2468,0.2704,0.0998,0.02009
XLK,0.2442,0.1848,0.1404,0.1866,0.244,0.00697
XLF,0.1658,0.2352,0.1974,0.237,0.1646,0.0071
XLV,0.0962,0.2784,0.2468,0.2862,0.0924,0.01434
XLE,0.2598,0.181,0.1326,0.175,0.2516,0.01339
XLY,0.2544,0.1806,0.1328,0.1856,0.2466,0.00465
XLI,0.1158,0.2566,0.239,0.276,0.1126,0.00689
XLC,0.2074,0.2064,0.16,0.2136,0.2126,0.00281
XLU,0.115,0.2594,0.2276,0.274,0.124,0.01084
XLP,0.058,0.2944,0.299,0.2902,0.0584,0.01325
XLB,0.1376,0.2538,0.2218,0.2482,0.1386,0.00058
VXX,0.4148,0.0712,0.0408,0.063,0.4102,0.05965
