ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
IXN,0.1814,0.2338,0.1652,0.2232,0.1964,0.00527
IGF,0.0764,0.285,0.2796,0.275,0.084,0.00744
IUVL.L,0.176,0.2378,0.188,0.235,0.1632,0.00553
IUMO.L,0.2224,0.1956,0.1542,0.2094,0.2184,0.00848
SPMV.L,0.0896,0.271,0.2644,0.2866,0.0884,0.01141
IEVL.L,0.1422,0.248,0.211,0.26,0.1388,0.01443
IEFM.L,0.498,0.005,0.0018,0.0052,0.49,0.00012
MVEU.L,0.0634,0.28,0.291,0.2978,0.0678,0.02047
XLK,0.1866,0.2242,0.1708,0.2184,0.2,0.00756
XLF,0.1956,0.2214,0.1744,0.2192,0.1894,0.00821
XLV,0.0766,0.2834,0.2654,0.2906,0.084,0.01296
XLE,0.2854,0.1738,0.109,0.1604,0.2714,0.00379
XLY,0.1866,0.222,0.1736,0.2298,0.188,0.00927
XLI,0.1384,0.2576,0.2084,0.2594,0.1362,0.00555
XLC,0.159,0.2324,0.2012,0.2526,0.1548,0.00781
XLU,0.1244,0.2592,0.2322,0.2668,0.1174,0.00883
XLP,0.067,0.287,0.2988,0.2868,0.0604,0.01357
XLB,0.1512,0.2588,0.192,0.245,0.153,0.00261
VXX,0.4134,0.0692,0.0466,0.0612,0.4096,0.04507
