ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
SEGA.L,0.3262,0.137,0.0876,0.1246,0.3246,0.0327
IEAA.L,0.0,0.0342,0.9422,0.0236,0.0,0.05325
HIGH.L,0.0,0.1252,0.7744,0.1004,0.0,0.04756
JPEA.L,0.0058,0.2562,0.4928,0.2416,0.0036,0.03737
IAU,0.4126,0.0732,0.055,0.0794,0.3798,0.00072
SLV,0.2154,0.214,0.1598,0.209,0.2018,0.00428
GSG,0.1808,0.2282,0.1784,0.223,0.1896,0.0154
REET,0.1078,0.2734,0.2346,0.2766,0.1076,0.00851
ICLN,0.2706,0.1704,0.1182,0.1734,0.2674,0.00316
IXN,0.2128,0.2022,0.1598,0.215,0.2102,0.00322
IGF,0.0614,0.294,0.2906,0.288,0.066,0.01191
IUVL.L,0.1942,0.224,0.1648,0.2248,0.1922,0.00779
IUMO.L,0.2504,0.1902,0.1306,0.1824,0.2464,0.00188
SPMV.L,0.1252,0.2632,0.2256,0.263,0.123,0.01477
IEVL.L,0.1562,0.2514,0.1934,0.2448,0.1542,0.01389
IEFM.L,0.4952,0.0048,0.0024,0.0036,0.494,0.0
MVEU.L,0.084,0.2926,0.2652,0.2752,0.083,0.02293
XLK,0.2178,0.2016,0.1532,0.2038,0.2236,0.00469
XLF,0.1694,0.2352,0.1816,0.2386,0.1752,0.00991
XLV,0.0852,0.2762,0.2718,0.2862,0.0806,0.01628
XLE,0.2604,0.1726,0.1226,0.1752,0.2692,0.00802
XLY,0.2126,0.2024,0.161,0.2026,0.2214,0.00988
XLI,0.126,0.2622,0.2194,0.2688,0.1236,0.00916
XLC,0.1746,0.2276,0.1906,0.2306,0.1766,0.00889
XLU,0.1172,0.2654,0.2336,0.2798,0.104,0.00875
XLP,0.061,0.283,0.3,0.294,0.062,0.01562
XLB,0.1436,0.25,0.2086,0.2532,0.1446,0.00194
VXX,0.4244,0.0622,0.0422,0.0662,0.405,0.03137
